,iShares Russell 1000 Value ETF (IWD),iShares Russell 1000 Growth ETF (IWF),iShares Russell 2000 Growth ETF (IWO),iShares Russell 2000 Value ETF (IWN),iShares MSCI EAFE ETF (EFA),iShares TIPS Bond ETF (TIP),SPDR Gold Trust (GLD),Vanguard REIT ETF (VNQ)
2007-01-23,62.90884017944336,47.72813415527344,71.51548767089844,63.10163116455078,52.45813751220703,71.17154693603516,64.2300033569336,48.07918930053711
2007-01-24,63.37888717651367,48.14545440673828,72.3508529663086,63.783203125,52.798553466796875,71.265380859375,64.33000183105469,48.70552062988281
2007-01-25,62.620731353759766,47.625938415527344,71.49729919433594,62.97483444213867,51.9404296875,71.04883575439453,64.05999755859375,49.00377655029297
2007-01-26,62.64350509643555,47.48115539550781,71.68799591064453,63.18879318237305,52.039710998535156,70.9911117553711,64.16999816894531,49.16482925415039
2007-01-29,62.61317825317383,47.56632995605469,72.15106201171875,63.81491470336914,52.09646224975586,70.91889953613281,63.77000045776367,49.325897216796875
2007-01-30,63.03770065307617,47.76220703125,72.66866302490234,64.17948913574219,52.451045989990234,71.12103271484375,64.22000122070312,49.57047653198242
2007-01-31,63.424354553222656,48.0943603515625,72.83209228515625,64.36966705322266,52.649620056152344,71.48919677734375,64.83000183105469,49.964149475097656
2007-02-01,63.88679122924805,48.36689758300781,73.61298370361328,64.98786926269531,53.089317321777344,71.25096893310547,65.22000122070312,50.1610107421875
2007-02-02,64.05358123779297,48.37541580200195,73.66744995117188,65.00371551513672,52.98293685913086,71.38090515136719,64.27999877929688,50.250484466552734
2007-02-05,63.97780227661133,48.33283615112305,73.5494384765625,64.97199249267578,52.81272888183594,71.41698455810547,64.30999755859375,50.250484466552734
2007-02-06,64.09150695800781,48.38393020629883,73.64022827148438,65.2811050415039,53.224063873291016,71.41698455810547,64.79000091552734,50.990169525146484
2007-02-07,64.15213775634766,48.52870559692383,74.37571716308594,65.96268463134766,53.37297821044922,71.53974914550781,64.62999725341797,52.05793762207031
2007-02-08,64.09150695800781,48.4605827331543,74.38478088378906,65.72493743896484,53.160213470458984,71.4675521850586,65.5199966430664,51.65827560424805
2007-02-09,63.78068923950195,48.119911193847656,73.4586410522461,64.99578857421875,52.93328094482422,71.28705596923828,66.12000274658203,51.06175231933594
2007-02-12,63.522911071777344,47.93254470825195,73.41322326660156,64.90862274169922,52.727622985839844,71.10660552978516,65.66999816894531,50.137176513671875
2007-02-13,64.15213775634766,48.119911193847656,74.00347137451172,65.4475326538086,53.40134811401367,71.11380767822266,65.83999633789062,51.109466552734375
2007-02-14,64.5463638305664,48.639442443847656,74.26676177978516,65.4475326538086,54.12470626831055,71.5830307006836,66.37000274658203,50.7455940246582
2007-02-15,64.50849914550781,48.79274368286133,74.41205596923828,65.39999389648438,54.188541412353516,71.5614013671875,66.41000366210938,51.12141799926758
2007-02-16,64.5387954711914,48.29877853393555,74.73892974853516,65.59811401367188,54.167259216308594,71.7995834350586,66.36000061035156,50.990169525146484
2007-02-19,,,,,,,,
2007-02-20,64.66010284423828,48.94603729248047,75.51982879638672,66.22420501708984,54.24527359008789,71.80683135986328,65.30999755859375,51.38387680053711
2007-02-21,64.5463638305664,48.93752670288086,75.66512298583984,66.18457794189453,53.968692779541016,71.90788269042969,67.3499984741211,51.21685791015625
2007-02-22,64.50849914550781,48.954559326171875,76.01016235351562,66.36688232421875,54.20983123779297,71.86458587646484,67.1500015258789,50.94247055053711
2007-02-23,64.22038269042969,48.886417388916016,75.81947326660156,66.01814270019531,54.380027770996094,72.07392883300781,67.72000122070312,50.053646087646484
2007-02-26,64.23553466796875,48.664981842041016,75.51982879638672,65.82791900634766,54.408409118652344,72.37712860107422,68.0999984741211,49.80311584472656
2007-02-27,61.86261749267578,46.8679313659668,71.95132446289062,63.00651931762695,52.21700668334961,73.01962280273438,65.41000366210938,48.25813293457031
2007-02-28,62.47671127319336,47.22563552856445,72.55968475341797,63.54545211791992,52.58578872680664,72.90406799316406,66.4800033569336,48.61604690551758
2007-03-01,62.340248107910156,47.02976989746094,72.1874008178711,63.24427795410156,52.046817779541016,73.01122283935547,65.81999969482422,48.12691879272461
2007-03-02,61.627628326416016,46.425071716308594,70.59835815429688,62.09510803222656,51.3447265625,73.15599060058594,63.709999084472656,47.36335372924805
2007-03-05,60.74062728881836,46.05884552001953,69.36344909667969,60.77950668334961,50.28095245361328,73.10531616210938,62.93000030517578,45.52010726928711
2007-03-06,61.824737548828125,46.74870681762695,70.96158599853516,62.44384002685547,51.84115219116211,73.0040054321289,64.1500015258789,47.19035339355469
2007-03-07,61.73375701904297,46.646507263183594,70.85261535644531,62.142662048339844,51.8553466796875,73.11258697509766,64.30000305175781,46.52824020385742
2007-03-08,62.18104553222656,46.944580078125,71.4337387084961,62.911415100097656,52.465232849121094,73.04741668701172,64.4800033569336,47.273860931396484
2007-03-09,62.27958297729492,46.9531135559082,71.71524047851562,63.22842025756836,52.550315856933594,72.71446990966797,64.25,47.90022659301758
2007-03-12,62.370574951171875,47.17454528808594,72.11473846435547,63.34734344482422,52.8907470703125,72.77957916259766,64.37000274658203,48.13882827758789
2007-03-13,61.07418441772461,46.30582046508789,70.33506774902344,61.74639892578125,51.628395080566406,73.06912231445312,63.720001220703125,47.00544738769531
2007-03-14,61.47598648071289,46.6890754699707,70.81629180908203,62.48347091674805,51.64967727661133,73.07640838623047,63.939998626708984,47.232120513916016
2007-03-15,61.77167510986328,46.72316360473633,71.48822784423828,63.10163116455078,51.88371276855469,73.05467224121094,63.97999954223633,47.655643463134766
2007-03-16,61.40018081665039,46.58689498901367,71.00699615478516,62.57064437866211,51.94752883911133,73.09809875488281,64.62000274658203,47.124752044677734
2007-03-19,62.19620132446289,47.07234573364258,71.76971435546875,63.38693618774414,52.748905181884766,73.09083557128906,64.73999786376953,47.596004486083984
2007-03-20,62.61317825317383,47.25971221923828,72.33267974853516,63.85453796386719,53.19568634033203,73.10531616210938,65.2699966430664,47.78688049316406
2007-03-21,63.69731140136719,48.05177688598633,73.70378112792969,65.06710052490234,54.33039855957031,73.3803939819336,65.81999969482422,48.365509033203125
2007-03-22,63.81098937988281,48.00918960571289,73.86722564697266,64.86103057861328,54.12470626831055,73.16324615478516,65.76000213623047,48.4132194519043
2007-03-23,63.914695739746094,48.060420989990234,73.96084594726562,65.01370239257812,54.25237274169922,73.11258697509766,65.1500015258789,48.443050384521484
2007-03-26,63.731727600097656,48.00918960571289,73.96084594726562,64.71163177490234,54.273651123046875,73.37318420410156,65.83999633789062,47.667301177978516
2007-03-27,63.72411346435547,47.7615966796875,73.57913970947266,64.42539978027344,54.03252410888672,73.35145568847656,65.69999694824219,47.169334411621094
2007-03-28,63.289642333984375,47.462764739990234,73.16107940673828,63.88481521606445,53.557369232177734,73.25010681152344,66.05000305175781,46.857330322265625
2007-03-29,63.39634704589844,47.445682525634766,73.07020568847656,64.13919830322266,54.02543640136719,73.15599060058594,65.6500015258789,46.93533706665039
2007-03-30,63.37344741821289,47.52251434326172,73.34283447265625,64.39361572265625,54.110530853271484,73.14152526855469,65.73999786376953,47.607295989990234
2007-04-01,,,,,,,,
2007-04-02,63.50305938720703,47.548133850097656,73.4337387084961,64.57645416259766,54.25237274169922,73.16984558105469,65.8499984741211,47.90729522705078
2007-04-03,64.04427337646484,48.154335021972656,74.25165557861328,65.33167266845703,54.706233978271484,72.85020446777344,65.83000183105469,48.32725524902344
2007-04-04,63.975643157958984,48.308021545410156,74.32438659667969,65.06935119628906,54.93316650390625,73.08270263671875,66.80999755859375,48.0872802734375
2007-04-05,64.21957397460938,48.384857177734375,74.59703063964844,65.06935119628906,55.131736755371094,73.06816101074219,66.86000061035156,48.03926467895508
2007-04-06,,,,,,,,
2007-04-09,64.33390045166016,48.47877502441406,74.47885131835938,65.1170425415039,55.08920669555664,72.74121856689453,66.52999877929688,48.12928009033203
2007-04-10,64.47874450683594,48.41902160644531,74.73335266113281,65.29988098144531,55.50053405761719,72.91558074951172,67.16000366210938,48.32725524902344
2007-04-11,64.12046813964844,48.25679016113281,74.29711151123047,64.74336242675781,55.231040954589844,72.79935455322266,67.08000183105469,47.607295989990234
2007-04-12,64.36442565917969,48.55562210083008,74.87876892089844,65.15679168701172,55.59980773925781,72.79935455322266,66.98999786376953,47.2833137512207
2007-04-13,64.6006851196289,48.65808868408203,75.40586853027344,65.5701904296875,55.784202575683594,72.61772155761719,67.83999633789062,47.817283630371094
2007-04-16,65.2943344116211,49.15328598022461,76.3874282836914,66.38900756835938,56.37281799316406,72.85020446777344,68.4000015258789,47.87727737426758
2007-04-17,65.31722259521484,49.40088653564453,76.1874771118164,66.31744384765625,56.37991714477539,72.89379119873047,68.0,48.501243591308594
2007-04-18,65.50775909423828,49.324039459228516,75.83303833007812,65.84844207763672,56.358619689941406,73.13357543945312,68.37999725341797,48.20125961303711
2007-04-19,65.44678497314453,49.349647521972656,75.43314361572266,65.51451873779297,56.1458854675293,73.09721374511719,67.52999877929688,47.87727737426758
2007-04-20,66.0337142944336,49.71678161621094,76.49652099609375,66.30155944824219,56.7912483215332,73.12625122070312,68.69999694824219,48.237266540527344
2007-04-23,65.83555603027344,49.67410659790039,76.22383117675781,66.25387573242188,56.23806381225586,73.29340362548828,68.26000213623047,48.77724075317383
2007-04-24,65.69834899902344,49.74239730834961,76.0875244140625,66.19026184082031,56.20262145996094,73.41692352294922,67.7300033569336,48.44725799560547
2007-04-25,66.3691177368164,50.092464447021484,76.46922302246094,66.46057891845703,56.7274169921875,73.42417907714844,67.88999938964844,48.41724395751953
2007-04-26,66.28524780273438,50.16077423095703,76.82366180419922,66.60365295410156,56.46502685546875,73.2207260131836,66.87000274658203,48.44725799560547
2007-04-27,66.15570831298828,50.23762130737305,76.5328369140625,66.24591064453125,56.34445571899414,73.23529052734375,67.55999755859375,48.32725524902344
2007-04-30,65.71356964111328,49.708251953125,75.16049194335938,64.8308334350586,56.13878631591797,73.6275863647461,67.08999633789062,47.54728317260742
2007-05-01,65.85079956054688,49.853397369384766,75.23320770263672,65.25218963623047,56.082054138183594,73.61737823486328,66.69000244140625,47.13332748413086
2007-05-02,66.22427368164062,50.246158599853516,76.1874771118164,66.0074234008789,56.507564544677734,73.6100845336914,66.66000366210938,47.50530242919922
2007-05-03,66.64350128173828,50.39982604980469,76.3783187866211,66.0948715209961,56.585575103759766,73.4277572631836,67.48999786376953,47.63131332397461
2007-05-04,66.93315887451172,50.66451644897461,76.93273162841797,66.44464874267578,57.11745834350586,73.46424865722656,68.19000244140625,47.217315673828125
2007-05-07,66.95602416992188,50.61328125,76.6964111328125,66.50032806396484,57.20256042480469,73.41316986083984,68.25,47.34929275512695
2007-05-08,66.92556762695312,50.55350112915039,76.49652099609375,66.30155944824219,56.73450469970703,73.50068664550781,67.87999725341797,47.037322998046875
2007-05-09,67.199951171875,50.715736389160156,77.03268432617188,66.3492660522461,57.046539306640625,73.26730346679688,67.44999694824219,47.54728317260742
2007-05-10,66.33860778808594,50.08392333984375,75.66035461425781,65.58607482910156,55.9189338684082,73.4277572631836,66.0,46.91134262084961
2007-05-11,67.00177764892578,50.468135833740234,76.63282012939453,66.18230438232422,56.86216354370117,73.2965087890625,66.44999694824219,47.54728317260742
2007-05-14,66.90267944335938,50.36568069458008,75.73307800292969,65.74506378173828,56.64939880371094,73.17979431152344,66.27999877929688,47.27730941772461
2007-05-15,67.01701354980469,50.18638610839844,75.14234924316406,65.12498474121094,56.748687744140625,72.98286437988281,66.54000091552734,46.55735778808594
2007-05-16,67.4896240234375,50.47666931152344,75.51493835449219,65.66557312011719,56.83378601074219,72.90996551513672,65.5999984741211,45.981388092041016
2007-05-17,67.40576934814453,50.485206604003906,75.00601959228516,65.15679168701172,56.543033599853516,72.88081359863281,65.05999755859375,45.18342590332031
2007-05-18,67.90884399414062,50.852352142333984,76.10566711425781,65.61785888671875,56.975624084472656,72.6911392211914,65.5199966430664,44.72746276855469
2007-05-21,67.96222686767578,50.920654296875,77.23265075683594,66.2777099609375,56.713233947753906,72.8735122680664,65.66999816894531,44.90745162963867
2007-05-22,67.80211639404297,50.954811096191406,77.7779312133789,66.62751770019531,56.76286315917969,72.58905029296875,65.19999694824219,45.573421478271484
2007-05-23,67.8631362915039,51.00603103637695,77.53257751464844,66.524169921875,57.05363464355469,72.58174896240234,65.54000091552734,45.225440979003906
2007-05-24,67.12374114990234,50.425453186035156,76.3783187866211,65.60991668701172,56.507564544677734,72.66928100585938,64.75,44.46949005126953
2007-05-25,67.51248168945312,50.715736389160156,77.06906127929688,66.13460540771484,56.86924743652344,72.7713623046875,64.94000244140625,44.72145462036133
2007-05-28,,,,,,,,
2007-05-29,67.6268310546875,50.920654296875,77.63253784179688,66.69902801513672,56.9401741027832,72.55256652832031,65.06999969482422,46.31736755371094
2007-05-30,68.2594985961914,51.228023529052734,77.94151306152344,67.1680908203125,57.18128204345703,72.61825561523438,64.72000122070312,47.55929183959961
2007-05-31,68.05367279052734,51.535377502441406,78.65951538085938,67.41451263427734,57.464962005615234,72.66197204589844,65.54000091552734,47.367313385009766
2007-06-01,68.37380981445312,51.74031066894531,79.04122161865234,67.89151763916016,57.84082794189453,72.41803741455078,66.44000244140625,47.43330764770508
2007-06-04,68.41194915771484,51.78300094604492,79.21389770507812,67.9312744140625,57.99681854248047,72.6084976196289,66.54000091552734,47.625301361083984
2007-06-05,68.0689468383789,51.62076950073242,78.75039672851562,67.44635009765625,57.698997497558594,72.3447494506836,66.37000274658203,46.86933517456055
2007-06-06,67.41338348388672,51.05724334716797,77.95970916748047,66.73880004882812,56.86924743652344,72.40337371826172,66.41000366210938,46.55135726928711
2007-06-07,66.06421661376953,49.94732666015625,76.47830963134766,65.52246856689453,55.89767074584961,71.7733154296875,65.26000213623047,45.08744812011719
2007-06-08,66.9103012084961,50.647438049316406,77.39623260498047,66.3810806274414,56.507564544677734,71.90521240234375,64.22000122070312,45.62740707397461
2007-06-11,67.05516815185547,50.74135208129883,77.28718566894531,66.2300033569336,56.69905471801758,71.7513656616211,64.69999694824219,44.943443298339844
2007-06-12,66.30052947998047,50.220542907714844,75.96029663085938,65.30783081054688,55.69199752807617,71.30448150634766,64.0999984741211,44.163490295410156
2007-06-13,67.3066635131836,50.954811096191406,77.79613494873047,66.13460540771484,56.415374755859375,71.56822967529297,64.52999877929688,45.141441345214844
2007-06-14,67.6954116821289,51.210941314697266,77.7779312133789,66.50032806396484,56.83378601074219,71.61215209960938,64.5999984741211,44.65547180175781
2007-06-15,68.05367279052734,51.56098937988281,79.10485076904297,67.6609878540039,57.29475784301758,71.82460021972656,64.8499984741211,45.14743423461914
2007-06-18,67.90122985839844,51.518306732177734,78.78671264648438,67.17604064941406,57.61387252807617,71.76602172851562,64.94999694824219,44.451473236083984
2007-06-19,68.05367279052734,51.552467346191406,78.90489959716797,67.32710266113281,57.67061233520508,72.1469497680664,65.4800033569336,44.53548812866211
2007-06-20,67.02464294433594,51.065799713134766,77.65069580078125,66.22206115722656,56.98978805541992,71.87590026855469,64.70999908447266,43.197547912597656
2007-06-21,67.49724578857422,51.33901596069336,78.39595031738281,66.49235534667969,57.50750732421875,71.84660339355469,64.55999755859375,43.43754196166992
2007-06-22,66.31575775146484,50.6303596496582,77.69615936279297,65.75302124023438,56.713233947753906,72.13961029052734,64.77999877929688,43.27554702758789
2007-06-25,66.25477600097656,50.54498291015625,77.28718566894531,65.52246856689453,56.69905471801758,72.30816650390625,64.43000030517578,42.56601333618164
2007-06-26,65.69070434570312,50.11807632446289,76.80548858642578,65.06935119628906,56.415374755859375,72.16160583496094,63.619998931884766,42.401981353759766
2007-06-27,66.52153778076172,50.835289001464844,78.4504623413086,66.26976013183594,56.81960678100586,72.19822692871094,63.66999816894531,43.4893684387207
2007-06-28,66.47557067871094,50.67777633666992,78.44229125976562,66.31130981445312,56.86216354370117,72.08102416992188,64.26000213623047,43.26460266113281
2007-06-29,66.47557067871094,50.67777633666992,78.1238021850586,65.80795288085938,57.28056716918945,72.50594329833984,64.2699966430664,43.10057830810547
2007-07-01,,,,,,,,
2007-07-02,67.31080627441406,51.259796142578125,79.25221252441406,66.57498931884766,58.11030960083008,72.7244873046875,65.0199966430664,44.09685516357422
2007-07-03,67.51008605957031,51.45664596557617,79.63438415527344,66.75078582763672,58.38688278198242,72.43018341064453,64.73999786376953,43.975345611572266
2007-07-04,,,,,,,,
2007-07-05,67.326171875,51.619293212890625,79.76181030273438,66.81468963623047,58.096134185791016,72.12843322753906,64.41999816894531,44.637508392333984
2007-07-06,67.563720703125,51.88460159301758,80.1712875366211,66.94252014160156,58.51454162597656,71.97392272949219,64.95999908447266,44.582828521728516
2007-07-09,67.60967254638672,51.93594741821289,80.1712875366211,66.91056823730469,58.65639114379883,72.20203399658203,65.37999725341797,44.55245590209961
2007-07-10,66.50624084472656,51.28547668457031,78.95191192626953,65.6800765991211,57.94010543823242,72.77603149414062,65.61000061035156,43.42254638671875
2007-07-11,66.91236114501953,51.619293212890625,79.416015625,65.99171447753906,58.48617935180664,72.45956420898438,65.44000244140625,43.33750534057617
2007-07-12,68.03883361816406,52.38102340698242,80.44429779052734,66.99848175048828,59.30174255371094,72.21672058105469,66.0199966430664,43.896385192871094
2007-07-13,68.36067199707031,52.637794494628906,80.68999481201172,66.97452545166016,59.259185791015625,72.32709503173828,66.02999877929688,44.31553268432617
2007-07-16,68.19207763671875,52.61211395263672,80.30779266357422,66.40718841552734,59.12445068359375,72.54791259765625,65.81999969482422,43.94499206542969
2007-07-17,68.0694808959961,52.672035217285156,80.37149810791016,66.42317962646484,58.92586898803711,72.48896789550781,65.75,43.78703689575195
2007-07-18,67.97752380371094,52.492305755615234,80.24410247802734,66.07958221435547,58.72021484375,72.76861572265625,66.62000274658203,43.68984603881836
2007-07-19,68.05414581298828,52.80897903442383,80.54439544677734,66.2394027709961,59.05351638793945,72.85693359375,67.01000213623047,43.8538703918457
2007-07-20,67.18055725097656,52.40668869018555,79.33409118652344,65.12075805664062,58.44363021850586,73.1365737915039,67.58000183105469,43.08843231201172
2007-07-23,67.47176361083984,52.749061584472656,79.24310302734375,64.88107299804688,58.7982292175293,72.98201751708984,67.47000122070312,42.34123992919922
2007-07-24,66.06946563720703,51.88460159301758,77.34117889404297,63.219078063964844,57.91176223754883,73.21014404296875,67.47000122070312,41.48469924926758
2007-07-25,66.24568176269531,51.799007415771484,77.0954818725586,63.13917922973633,57.75571823120117,73.43087005615234,66.9000015258789,41.03518295288086
2007-07-26,64.48324584960938,50.84897232055664,75.1480712890625,61.24547576904297,55.83385467529297,73.77677154541016,65.6500015258789,40.28188705444336
2007-07-27,63.13457107543945,49.76197814941406,73.26435852050781,59.847190856933594,55.06083679199219,73.88716888427734,65.41000366210938,38.9454460144043
2007-07-30,64.07709503173828,50.515159606933594,74.70218658447266,60.74209976196289,56.039493560791016,73.80620574951172,65.7699966430664,39.69871520996094
2007-07-31,63.16522216796875,49.958824157714844,74.11978149414062,60.16679000854492,55.968589782714844,74.17413330078125,65.79000091552734,39.54076385498047
2007-08-01,63.71693801879883,50.2070426940918,74.30179595947266,60.42247772216797,56.06076431274414,73.86737823486328,65.93000030517578,40.06319046020508
2007-08-02,63.962181091308594,50.7376823425293,75.02975463867188,60.71813201904297,56.23098373413086,73.90433502197266,65.88999938964844,40.725345611572266
2007-08-03,62.21501922607422,49.47098159790039,72.44537353515625,58.009429931640625,55.216861724853516,74.1334457397461,66.69000244140625,39.1519775390625
2007-08-06,63.60199737548828,50.147125244140625,73.30075073242188,58.91230392456055,55.81964111328125,73.6456527709961,66.5199966430664,40.518802642822266
2007-08-07,64.26868438720703,50.60075378417969,74.72035217285156,59.31982421875,56.011146545410156,73.65306091308594,66.4800033569336,40.74357604980469
2007-08-08,65.25719451904297,51.27691650390625,77.14096069335938,61.28542709350586,56.91889953613281,73.37953186035156,66.7699966430664,42.353397369384766
2007-08-09,62.9813232421875,50.010189056396484,75.45748138427734,59.46363830566406,55.29486846923828,73.6160888671875,65.45999908447266,41.88563537597656
2007-08-10,63.234169006347656,49.6763801574707,75.5575942993164,60.877933502197266,54.34456253051758,73.4534912109375,66.56999969482422,40.62207794189453
2007-08-13,63.02726745605469,49.950279235839844,74.98428344726562,60.11084747314453,54.450927734375,73.77865600585938,66.26000213623047,40.42768478393555
2007-08-14,61.97746658325195,49.12004470825195,73.48277282714844,58.72854232788086,53.9261474609375,73.86737823486328,66.29000091552734,39.26740646362305
2007-08-15,61.19584274291992,48.324066162109375,72.66377258300781,58.08930969238281,52.66379165649414,73.86737823486328,66.12999725341797,38.60525131225586
2007-08-16,62.153709411621094,48.13576889038086,73.8012924194336,59.847190856933594,52.43686294555664,74.03002166748047,64.68000030517578,40.15431213378906
2007-08-17,63.318477630615234,49.06013870239258,75.00249481201172,61.141624450683594,52.91911315917969,74.27388000488281,65.01000213623047,41.0655403137207
2007-08-20,63.37211608886719,49.00878143310547,75.11166381835938,61.06172180175781,53.089317321777344,74.26651000976562,65.12000274658203,41.81880187988281
2007-08-21,63.349098205566406,49.23130798339844,75.23908996582031,61.26945495605469,53.05385971069336,74.52519989013672,65.06999969482422,42.013206481933594
2007-08-22,64.17672729492188,49.847557067871094,76.14907836914062,62.08445739746094,54.30910110473633,74.35520935058594,65.4000015258789,42.52348327636719
2007-08-23,64.15373229980469,49.77909469604492,75.26634979248047,61.29343032836914,54.55023193359375,74.39216613769531,65.30999755859375,41.79450607299805
2007-08-24,64.71312713623047,50.463809967041016,76.4039077758789,61.932655334472656,55.50053405761719,74.48820495605469,66.11000061035156,42.01926803588867
2007-08-27,63.985130310058594,50.03586196899414,75.3756103515625,61.24547576904297,54.91191101074219,74.57695007324219,65.9800033569336,41.10805130004883
2007-08-28,62.62879180908203,49.1542854309082,73.40084838867188,59.55954360961914,53.80557632446289,74.79866790771484,65.58999633789062,39.85057830810547
2007-08-29,63.80121994018555,50.13856887817383,75.31187438964844,61.08567810058594,55.0395622253418,74.48820495605469,66.06999969482422,41.308528900146484
2007-08-30,63.43343734741211,50.11289596557617,74.82047271728516,60.64619827270508,54.65660095214844,74.8134536743164,65.80000305175781,41.52113723754883
2007-08-31,64.10775756835938,50.5665168762207,75.83058166503906,61.29343032836914,55.61399459838867,74.78385925292969,66.5199966430664,42.20759963989258
2007-09-01,,,,,,,,
2007-09-03,,,,,,,,
2007-09-04,64.70545196533203,51.23412322998047,76.68598175048828,61.85275650024414,56.12459945678711,74.84326171875,67.44000244140625,42.7664680480957
2007-09-05,63.88553237915039,50.91742706298828,76.30377197265625,61.10965347290039,55.309043884277344,75.19216918945312,67.55999755859375,41.73984146118164
2007-09-06,64.25333404541016,51.04582977294922,76.16727447509766,61.00577926635742,55.514732360839844,75.02886962890625,68.86000061035156,42.110389709472656
2007-09-07,63.57134246826172,50.87464141845703,74.8659896850586,60.006996154785156,54.84098434448242,75.8899917602539,69.38999938964844,41.09591293334961
2007-09-10,63.06562042236328,50.052982330322266,74.04696655273438,59.152015686035156,54.61405563354492,76.17207336425781,69.62000274658203,40.67067337036133
2007-09-11,63.87020492553711,50.69490432739258,75.31187438964844,60.32659912109375,55.55726623535156,76.17207336425781,70.5199966430664,41.51506423950195
2007-09-12,64.00813293457031,50.80616760253906,74.82047271728516,59.64741897583008,55.61399459838867,76.14239501953125,70.45999908447266,41.27207565307617
2007-09-13,64.62117004394531,50.98590087890625,75.13897705078125,59.9510498046875,55.8480224609375,75.74150848388672,70.08000183105469,42.2015266418457
2007-09-14,64.70545196533203,51.062950134277344,75.34828186035156,60.182777404785156,55.52180862426758,75.86771392822266,69.98999786376953,42.47488784790039
2007-09-17,64.38365173339844,50.729129791259766,74.83867645263672,59.695369720458984,54.741703033447266,76.14239501953125,70.97000122070312,42.165069580078125
2007-09-18,66.39897155761719,52.03866958618164,77.65969848632812,62.29220962524414,56.52173614501953,76.19434356689453,71.69999694824219,43.66554641723633
2007-09-19,66.95067596435547,52.261192321777344,78.5697021484375,63.179134368896484,57.0323600769043,75.97908020019531,71.43000030517578,44.48564529418945
2007-09-20,66.1460952758789,52.10713577270508,78.0054931640625,62.42005157470703,56.98271179199219,75.1253662109375,72.72000122070312,43.33143615722656
2007-09-21,66.42960357666016,52.29542922973633,78.0054931640625,62.40407943725586,57.23093032836914,75.42228698730469,72.33999633789062,43.641239166259766
2007-09-24,66.13075256347656,52.389583587646484,77.77799987792969,61.90070343017578,57.358577728271484,75.30355072021484,72.27999877929688,44.468631744384766
2007-09-25,65.73295593261719,52.39045715332031,77.83816528320312,61.5340461730957,57.42948913574219,75.1624984741211,72.33000183105469,43.36381912231445
2007-09-26,66.14155578613281,52.639190673828125,78.27603912353516,62.0474853515625,57.71317672729492,75.23672485351562,72.0,43.99601745605469
2007-09-27,66.46536254882812,53.00800704956055,78.74125671386719,62.175880432128906,58.479087829589844,75.68213653564453,72.69999694824219,44.333595275878906
2007-09-28,66.264892578125,52.947967529296875,77.66487121582031,61.5902099609375,58.571266174316406,75.74150848388672,73.51000213623047,43.8609619140625
2007-10-01,67.22090148925781,53.43686294555664,79.91800689697266,63.12252426147461,59.32301330566406,75.9092025756836,73.9000015258789,44.928955078125
2007-10-02,67.08985137939453,53.38542556762695,80.41973876953125,63.451473236083984,59.17408752441406,75.98375701904297,72.3499984741211,45.74528884887695
2007-10-03,67.07441711425781,53.22244644165039,80.26464080810547,63.23484420776367,58.904598236083984,75.84215545654297,71.9000015258789,45.524322509765625
2007-10-04,67.1360855102539,53.196693420410156,80.62955474853516,63.31508255004883,59.110260009765625,75.9539566040039,72.87000274658203,45.990814208984375
2007-10-05,67.86080932617188,53.951515197753906,82.2076416015625,64.49443817138672,59.71305847167969,75.50672912597656,73.4000015258789,47.07106399536133
2007-10-08,67.4753189086914,53.84001159667969,81.6055908203125,64.045166015625,59.1599235534668,75.64091491699219,72.52999877929688,46.18108367919922
2007-10-09,67.98417663574219,54.17452621459961,82.48129272460938,64.44628143310547,59.819454193115234,75.38002014160156,73.08999633789062,46.6966552734375
2007-10-10,67.78373718261719,54.23456573486328,82.62724304199219,64.1895751953125,59.70597457885742,75.43217468261719,73.36000061035156,46.371360778808594
2007-10-11,67.59866333007812,53.9858283996582,81.38666534423828,63.499610900878906,59.98255157470703,75.30546569824219,73.91000366210938,46.18722152709961
2007-10-12,67.74517059326172,54.36323928833008,82.24413299560547,63.92481231689453,60.24492645263672,75.20857238769531,74.58999633789062,45.751426696777344
2007-10-15,67.35967254638672,53.908626556396484,81.38666534423828,62.9460334777832,59.755611419677734,75.20857238769531,75.13999938964844,44.89213943481445
2007-10-16,66.61186218261719,53.56553649902344,80.51095581054688,62.3122673034668,58.833675384521484,75.4246826171875,75.12000274658203,44.345863342285156
2007-10-17,66.64268493652344,53.85717010498047,81.02177429199219,62.33634567260742,59.45774841308594,75.87940216064453,74.5,44.27835464477539
2007-10-18,66.28804779052734,53.80570602416992,81.04004669189453,62.03947830200195,59.59959411621094,76.1030044555664,76.0,44.29063034057617
2007-10-19,64.55333709716797,52.4762077331543,78.18479919433594,59.92950439453125,58.2876091003418,76.75151824951172,75.69999694824219,42.40630340576172
2007-10-22,64.91573333740234,52.793575286865234,79.65347290039062,61.27731704711914,58.216678619384766,76.56512451171875,74.5999984741211,43.51726531982422
2007-10-23,65.1932601928711,53.299644470214844,80.62042236328125,61.41371154785156,59.03934097290039,76.59496307373047,75.2300033569336,43.97759246826172
2007-10-24,65.1392822265625,53.26532745361328,80.09136962890625,60.916297912597656,58.91169738769531,76.88567352294922,75.5199966430664,43.241058349609375
2007-10-25,64.94654083251953,53.505489349365234,79.29771423339844,60.95642852783203,59.181156158447266,77.10183715820312,76.02999877929688,43.33312225341797
2007-10-26,65.89483642578125,53.93436050415039,80.98526763916016,61.983306884765625,60.252044677734375,77.03477478027344,77.69000244140625,43.989871978759766
